_id,kase,diss_matches,diss_match,case_name,docket_number,decision_date,case_citation,dissent_citation,part_of_opinion,judge,judge_cited,blurb,full_opinion,case_disposition,precedent_alteration
5d0955bc1ed0f7d321879541,3500323,6,28316,Clark v. Arizona,No. 05-5966,2006-06-29,548 U.S. 735,543 U.S. 220,concurring-in-part-and-dissenting-in-part,BREYER,STEVENS,"The risk of jury confusion also fails to justify the rule. The State defends its rule as a means to avoid the complexities of determining how and to what degree a mental illness affects a person’s mental state. The difficulty of resolving a factual issue, though, does not present a sufficient reason to take evidence away from the jury even when it is crucial for the defense. “We have always trusted juries to sort through complex facts in various areas of law.” United States v. Booker, 543 U. S. 220, 289 (2005) (Stevens, J., dissenting in part). Even were the risk of jury confusion real enough to justify excluding evidence in most cases, this would provide little basis for prohibiting all evidence of mental illness without any inquiry into its likely effect on the jury or its role in deciding the linchpin issue of knowledge and intent. Indeed, Arizona has a rule in place to serve this very purpose. See Rule 403.",https://api.case.law/v1/cases/3500323/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bc1ed0f7d321879542,3500383,3,1079,Arlington Central School District Board of Education v. Murphy,No. 05-18,2006-06-26,548 U.S. 291,461 U.S. 773,concurrence,GINSBURG,BREYER,"I agree, in the main, with the Court’s resolution of this case, but part ways with the Court’s opinion in one respect. The Court extracts from Pennhurst State School and Hospital v. Halderman, 451 U. S. 1, 17 (1981), a “clear notice” requirement, and deems it applicable in this case because Congress enacted the Individuals with Disabilities Education Act (IDEA), as it did the legislation at issue in Pennhurst, pursuant to the Spending Clause. Ante, at 296. That extraction, in my judgment, is unwarranted. Pennhursts “clear notice” requirement should not be unmoored from its context. The Court there confronted a plea to impose “an unexpected condition for compliance—a new [programmatic] obligation for participating States.” Bell v. New Jersey, 461 U. S. 773, 790, n. 17 (1983). The controversy here is lower key: It concerns not the educational programs IDEA directs school districts to provide, but “the remedies available against a noncomplying [district].” Ibid.; see post, at 316-318 (Breyer, J., dissenting).",https://api.case.law/v1/cases/3500383/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879543,3500383,8,17399,Arlington Central School District Board of Education v. Murphy,No. 05-18,2006-06-26,548 U.S. 291,526 U.S. 66,dissent,SOUTER,KENNEDY,"I agree that the statute on its face does not clearly tell the States that they must pay expert fees to prevailing parents. But I do not agree that the majority has posed the right question. For one thing, we have repeatedly examined the nature and extent of the financial burdens that the IDEA imposes without reference to the Spending Clause or any “clear-statement rule.” See, e. g., Burlington, supra, at 369 (private school fees); Carter, supra, at 13 (same); Smith, 468 U. S., at 1010-1011 (attorney’s fees); Cedar Rapids Community School Dist. v. Garret F., 526 U. S. 66, 76-79 (1999) (continuous nursing service); but see id., at 83 (Thomas, J., joined by Kennedy, J., dissenting). Those cases did not ask whether the statute “furnishes clear notice” to the affirmative obligation or liability at issue.",https://api.case.law/v1/cases/3500383/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879544,3500383,8,32678,Arlington Central School District Board of Education v. Murphy,No. 05-18,2006-06-26,548 U.S. 291,532 U.S. 105,dissent,SOUTER,GINSBURG,"Nothing in the Constitution forbids us to give significant weight to legislative history. By disregarding a clear statement in a legislative Report adopted without opposition in both Houses of Congress, the majority has reached a result no Member of Congress expected or overtly desired. It has adopted an interpretation that undercuts, rather than furthers, the statute’s purpose, a “free” and “appropriate” public education for “all” children with disabilities. See Circuit City Stores, Inc. v. Adams, 532 U. S. 105, 133 (2001) (Stevens, J., joined by Souter, Ginsburg, and Breyer, JJ., dissenting) (“A method of statutory interpretation that is deliberately uninformed, and hence unconstrained, may produce a result that is consistent with a court’s own views of how things should be, but it may also defeat the very purpose for which a provision was enacted”). And it has adopted an approach that, I fear, divorces law from life. See Duncan, supra, at 193 (Breyer, J., joined by Ginsburg, J., dissenting).",https://api.case.law/v1/cases/3500383/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879545,3500383,8,33086,Arlington Central School District Board of Education v. Murphy,No. 05-18,2006-06-26,548 U.S. 291,532 U.S. 105,dissent,SOUTER,GINSBURG,"Nothing in the Constitution forbids us to give significant weight to legislative history. By disregarding a clear statement in a legislative Report adopted without opposition in both Houses of Congress, the majority has reached a result no Member of Congress expected or overtly desired. It has adopted an interpretation that undercuts, rather than furthers, the statute’s purpose, a “free” and “appropriate” public education for “all” children with disabilities. See Circuit City Stores, Inc. v. Adams, 532 U. S. 105, 133 (2001) (Stevens, J., joined by Souter, Ginsburg, and Breyer, JJ., dissenting) (“A method of statutory interpretation that is deliberately uninformed, and hence unconstrained, may produce a result that is consistent with a court’s own views of how things should be, but it may also defeat the very purpose for which a provision was enacted”). And it has adopted an approach that, I fear, divorces law from life. See Duncan, supra, at 193 (Breyer, J., joined by Ginsburg, J., dissenting).",https://api.case.law/v1/cases/3500383/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879546,3500432,11,11161,Sanchez-Llamas v. Oregon,No. 04-10566,2006-06-28,548 U.S. 331,403 U.S. 388,majority,ROBERTS,BURGER,"It would be startling if the Convention were read to require suppression. The exclusionary rule as we know it is an entirely American legal creation. See Bivens v. Six Unknown Fed. Narcotics Agents, 403 U. S. 388, 415 (1971) (Burger, C. J., dissenting) (the exclusionary rule “is unique to American jurisprudence”). More than 40 years after the drafting of the Convention, the automatic exclusionary rule applied in our courts is still “universally rejected” by other countries. Bradley, Mapp Goes Abroad, 52 Case W. Res. L. Rev. 375, 399-400 (2001); see also Zicherman v. Korean Air Lines Co., 516 U. S. 217, 226 (1996) (postratification understanding “traditionally considered” as an aid to treaty interpretation). It is implausible that other signatories to the Convention thought it to require a remedy that nearly all refuse to recognize as a matter of domestic law. There is no reason to suppose that Sanchez-Llamas would be afforded the relief he seeks here in any of the other 169 countries party to the Vienna Convention.",https://api.case.law/v1/cases/3500432/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bc1ed0f7d321879547,3500432,15,43296,Sanchez-Llamas v. Oregon,No. 04-10566,2006-06-28,548 U.S. 331,540 U.S. 644,concurrence,GINSBURG,SCALIA,"I will assume that the ICJ’s interpretation does not bind this Court in this case. Statute of the International Court of Justice, Art. 59, 59 Stat. 1062, T. S. No. 993 (1945) (ICJ decisions have “binding force” only “between the parties and in respect of that particular case”). But as the majority points out, the ICJ’s decisions on this issue nonetheless warrant our “'respectful consideration.’” Ante, at 355. That “respectful consideration” reflects the understanding that uniformity is an important goal of treaty interpretation. See Olympic Airways v. Husain, 540 U. S. 644, 660 (2004) (Scalia, J., dissenting) (“[I]t is reasonable to impute to the parties an intent that their respective courts strive to interpret the treaty consistently”). And the ICJ’s position as an international court specifically charged with the duty to interpret numerous international treaties (including the Convention) provides a natural point of reference for national courts seeking that uniformity. See Counter-Memorial of the United States in Avena, 2004 I. C. J. No. 128, p. 61, n. 128 (Nov. 3, 2003) (even if ICJ decision binds only in particular case, “it is well-settled” that an ICJ decision “may serve as authority beyond a particular case”; citing authorities); Ordonez & Reilly, Effect of the Jurisprudence of the International Court of Justice on National Courts, in International Law Decisions in National Courts 335, 365 (T. Franck & G. Fox eds. 1996) (noting that ICJ cases interpreting treaties “are routinely cited by domestic judges” in many countries “as evidence of international law”).",https://api.case.law/v1/cases/3500432/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bc1ed0f7d321879548,3500432,15,58411,Sanchez-Llamas v. Oregon,No. 04-10566,2006-06-28,548 U.S. 331,521 U.S. 203,concurrence,GINSBURG,CONNOR,"The Court complains that this treatment of Breará fails to give our own opinions “‘respectful consideration.’” Ante, at 353, n. 4. In fact, our opinions are entitled to far more than respectful consideration; they are entitled to full stare decisis effect. But, as I have explained, reading Breará not to decide the outcome in this case would neither overrule Breará’s holding, nor reject outright its reading of the Convention. And, in any event, as a matter of the law of stare decisis, a modified reading of Breará is appropriate in light of the fact that the ICJ’s later decisions amount to a “significant... subsequent development” of the law sufficient to lead to a reconsideration of past precedent. Agostini v. Felton, 521 U. S. 203, 236 (1997); United States v. Percheman, 7 Pet. 51 (1833) (revisiting prior treaty interpretation when new international law has come to light); see also Medellin, 544 U. S., at 689 (O’Connor, J., dissenting) (“In the past the Court has revisited its interpretation of a treaty when new international law has come to light” (citing Percheman, supra, at 89)). Indeed, the Court seems to recognize as much, in that it spends several pages explaining why the ICJ’s interpretation of the Convention is incorrect, see ante, at 356-357, rather than simply rejecting Bustillo’s argument on the ground that “ ‘respectful consideration’ of precedent should begin at home,” ante, at 353, n. 4.",https://api.case.law/v1/cases/3500432/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bc1ed0f7d321879549,3500400,54,10494,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,478 U.S. 109,majority,KENNEDY,BREYER,"Based on two similar theories that address the mid-decade character of the 2003 redistricting, appellants now argue that Plan 1374C should be invalidated as an unconstitutional partisan gerrymander. In Davis v. Bandemer, 478 U. S. 109 (1986), the Court held that an equal protection challenge to a political gerrymander presents a justiciable case or controversy, id., at 118-127, but there was disagreement over what substantive standard to apply. Compare id., at 127-137 (plurality opinion), with id., at 161-162 (Powell, J., concurring in part and dissenting in part). That disagreement persists. A plurality of the Court in Vieth would have held such challenges to be nonjusticiable political questions, but a majority declined to do so. See 541 U. S., at 306 (Kennedy, J., concurring in judgment); id., at 317 (STEVENS, J., dissenting); id., at 343 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). We do not revisit the justiciability holding but do proceed to examine whether appellants’ claims offer the Court a manageable, reliable measure of fairness for determining whether a partisan gerrymander violates the Constitution.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d32187954a,3500400,54,10772,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,478 U.S. 109,majority,KENNEDY,BREYER,"Based on two similar theories that address the mid-decade character of the 2003 redistricting, appellants now argue that Plan 1374C should be invalidated as an unconstitutional partisan gerrymander. In Davis v. Bandemer, 478 U. S. 109 (1986), the Court held that an equal protection challenge to a political gerrymander presents a justiciable case or controversy, id., at 118-127, but there was disagreement over what substantive standard to apply. Compare id., at 127-137 (plurality opinion), with id., at 161-162 (Powell, J., concurring in part and dissenting in part). That disagreement persists. A plurality of the Court in Vieth would have held such challenges to be nonjusticiable political questions, but a majority declined to do so. See 541 U. S., at 306 (Kennedy, J., concurring in judgment); id., at 317 (STEVENS, J., dissenting); id., at 343 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). We do not revisit the justiciability holding but do proceed to examine whether appellants’ claims offer the Court a manageable, reliable measure of fairness for determining whether a partisan gerrymander violates the Constitution.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d32187954b,3500400,54,10810,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,478 U.S. 109,majority,KENNEDY,BREYER,"Based on two similar theories that address the mid-decade character of the 2003 redistricting, appellants now argue that Plan 1374C should be invalidated as an unconstitutional partisan gerrymander. In Davis v. Bandemer, 478 U. S. 109 (1986), the Court held that an equal protection challenge to a political gerrymander presents a justiciable case or controversy, id., at 118-127, but there was disagreement over what substantive standard to apply. Compare id., at 127-137 (plurality opinion), with id., at 161-162 (Powell, J., concurring in part and dissenting in part). That disagreement persists. A plurality of the Court in Vieth would have held such challenges to be nonjusticiable political questions, but a majority declined to do so. See 541 U. S., at 306 (Kennedy, J., concurring in judgment); id., at 317 (STEVENS, J., dissenting); id., at 343 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). We do not revisit the justiciability holding but do proceed to examine whether appellants’ claims offer the Court a manageable, reliable measure of fairness for determining whether a partisan gerrymander violates the Constitution.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d32187954c,3500400,54,10848,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,478 U.S. 109,majority,KENNEDY,BREYER,"Based on two similar theories that address the mid-decade character of the 2003 redistricting, appellants now argue that Plan 1374C should be invalidated as an unconstitutional partisan gerrymander. In Davis v. Bandemer, 478 U. S. 109 (1986), the Court held that an equal protection challenge to a political gerrymander presents a justiciable case or controversy, id., at 118-127, but there was disagreement over what substantive standard to apply. Compare id., at 127-137 (plurality opinion), with id., at 161-162 (Powell, J., concurring in part and dissenting in part). That disagreement persists. A plurality of the Court in Vieth would have held such challenges to be nonjusticiable political questions, but a majority declined to do so. See 541 U. S., at 306 (Kennedy, J., concurring in judgment); id., at 317 (STEVENS, J., dissenting); id., at 343 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). We do not revisit the justiciability holding but do proceed to examine whether appellants’ claims offer the Court a manageable, reliable measure of fairness for determining whether a partisan gerrymander violates the Constitution.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d32187954d,3500400,54,49062,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,515 U.S. 900,majority,KENNEDY,BREYER,"The District Court did evaluate compactness for the purpose of deciding whether race predominated in the drawing of district lines. The Latinos in the Rio Grande Valley and those in Central Texas, it found, are “disparate communities of interest,” with “differences in socio-economic status, education, employment, health, and other characteristics.” Id., at 512. The court’s conclusion that the relative smoothness of the district lines made the district compact, despite this combining of discrete communities of interest, is inapposite because the court analyzed the issue only for equal protection purposes. In the equal protection context, compactness focuses on the contours of district lines to determine whether race was the predominant factor in drawing those lines. See Miller v. Johnson, 515 U. S. 900, 916-917 (1995). Under § 2, by contrast, the injury is vote dilution, so the compactness inquiry embraces different considerations. “The first Gingles condition refers to the compactness of the minority population, not to the compactness of the contested district.” Vera, 517 U. S., at 997 (Kennedy, J., concurring); see also Abrams, 521 U. S., at 111 (Breyer, J., dissenting) (compactness to show a violation of equal protection, “which concerns the shape or boundaries of a district, differs from §2 compactness, which concerns a minority group’s compactness”); Shaw II, supra, at 916 (the inquiry under § 2 is whether “the minority group is geographically compact” (internal quotation marks omitted)).",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d32187954e,3500400,54,81668,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,517 U.S. 952,majority,KENNEDY,STEVENS,"The districting map that Plan 1374C replaced, Plan 1151C, was not only manifestly fair and neutral, it may legitimately be described as a milestone in Texas’ political history because it put an end to a long history of Democratic misuse of power in that State. For decades after the Civil War, the political party associated with the former Commander in Chief of the Union Army attracted the support of former slaves and a handful of “carpetbaggers,” but had no significant political influence in Texas. The Democrats maintained their political power by excluding black voters from participating in primary elections, see, e. g., Smith v. Allwright, 321 U. S. 649, 656-661 (1944), by the artful management of multimember electoral schemes, see, e. g., White v. Regester, 412 U. S. 755, 765-770 (1973), and, most recently, by outrageously partisan gerrymandering, see ante, at 410-411 (opinion of Kennedy, J.); Bush v. Vera, 517 U. S. 952, 987-990 (1996) (appendixes in plurality opinion), id., at 1005-1007, 1042-1045 (Stevens, J., dissenting). Unfortunately, some of these tactics are not unique to Texas Democrats; the apportionment scheme they devised in the 1990’s is only one example of the excessively gerrymandered districting plans that parties with control of their States’ governing bodies have implemented in recent years. See, e. g., Cox v. Larios, 542 U. S. 947, 947-950 (2004) (STEVENS, J., joined by Breyer, J., concurring) (Democratic gerrymander in Georgia); Vieth v. Jubelirer, 541 U. S. 267, 272 (2004) (plurality opinion); id., at 342 (Stevens, J., dissenting) (Republican gerrymander in Pennsylvania); Karcher v. Daggett, 462 U. S. 725, 744 (1983) (Democratic gerrymander in New Jersey); Badham v. Eu, 694 F. Supp. 664, 666 (ND Cal. 1988), summarily aff'd, 488 U. S. 1024 (1989) (Democratic gerrymander in California).",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d32187954f,3500400,54,82205,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,541 U.S. 267,majority,KENNEDY,STEVENS,"The districting map that Plan 1374C replaced, Plan 1151C, was not only manifestly fair and neutral, it may legitimately be described as a milestone in Texas’ political history because it put an end to a long history of Democratic misuse of power in that State. For decades after the Civil War, the political party associated with the former Commander in Chief of the Union Army attracted the support of former slaves and a handful of “carpetbaggers,” but had no significant political influence in Texas. The Democrats maintained their political power by excluding black voters from participating in primary elections, see, e. g., Smith v. Allwright, 321 U. S. 649, 656-661 (1944), by the artful management of multimember electoral schemes, see, e. g., White v. Regester, 412 U. S. 755, 765-770 (1973), and, most recently, by outrageously partisan gerrymandering, see ante, at 410-411 (opinion of Kennedy, J.); Bush v. Vera, 517 U. S. 952, 987-990 (1996) (appendixes in plurality opinion), id., at 1005-1007, 1042-1045 (Stevens, J., dissenting). Unfortunately, some of these tactics are not unique to Texas Democrats; the apportionment scheme they devised in the 1990’s is only one example of the excessively gerrymandered districting plans that parties with control of their States’ governing bodies have implemented in recent years. See, e. g., Cox v. Larios, 542 U. S. 947, 947-950 (2004) (STEVENS, J., joined by Breyer, J., concurring) (Democratic gerrymander in Georgia); Vieth v. Jubelirer, 541 U. S. 267, 272 (2004) (plurality opinion); id., at 342 (Stevens, J., dissenting) (Republican gerrymander in Pennsylvania); Karcher v. Daggett, 462 U. S. 725, 744 (1983) (Democratic gerrymander in New Jersey); Badham v. Eu, 694 F. Supp. 664, 666 (ND Cal. 1988), summarily aff'd, 488 U. S. 1024 (1989) (Democratic gerrymander in California).",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879550,3500400,54,127716,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,515 U.S. 737,majority,KENNEDY,GINSBURG,"First, to have standing to challenge a district as an unconstitutional partisan gerrymander, a plaintiff would have to prove that he is either a candidate or a voter who resided in a district that was changed by a new districting plan. See id., at 327-328 (Stevens, J., dissenting) (discussing United States v. Hays, 515 U. S. 737 (1995)). See also 541 U. S., at 347-348 (Souter, J., joined by Ginsburg, J., dissenting) (citing Hays). A plaintiff with standing would then be required to prove both improper purpose and effect.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879551,3500400,54,134274,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,425 U.S. 130,majority,KENNEDY,SOUTER,"Section 5 of the Voting Rights Act “was intended 'to insure that [the gains thus far achieved in minority political participation] shall not be destroyed through new [discriminatory] procedures and techniques.’” Beer v. United States, 425 U. S. 130, 140-141 (1976) (quoting S. Rep. No. 94-295, p. 19 (1975); alteration in Beer). To effectuate this goal, § 5 prevents covered jurisdictions, such as Texas, from making changes to their voting procedures “that would lead to a retrogression in the position of racial minorities with respect to their effective exercise of the electoral franchise.” Georgia, 539 U. S., at 477 (internal quotation marks omitted). In other words, during the redistricting process, covered jurisdictions may not “leave minority voters with less chance to be effective in electing preferred candidates than they were” under the prior districting plan. See id., at 494 (Souter, J., dissenting). By cracking Balderas District 24, and by not offsetting the loss in black voters’ ability to elect preferred candidates elsewhere, Plan 1374C resulted in impermissible retrogression.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879552,3500400,54,141578,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,541 U.S. 267,majority,KENNEDY,BREYER,"I join Part II-D of the principal opinion, rejecting the one-person, one-vote challenge to Plan 1374C based simply on its mid-decade timing, and I also join Part II-A, in which the Court preserves the principle that partisan gerrymandering can be recognized as a violation of equal protection, see Vieth v. Jubelirer, 541 U. S. 267, 306 (2004) (Kennedy, J., concurring in judgment); id., at 317 (Stevens, J., dissenting); id., at 346 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). I see nothing to be gained by working through these cases on the standard I would have applied in Vieth, supra, at 346-355 (dissenting opinion), because here as in Vieth we have no majority for any single criterion of impermissible gerrymander (and none for a conclusion that Plan 1374C is unconstitutional across the board). I therefore treat the broad issue of gerrymander much as the subject of an improvident grant of certiorari, and add only two thoughts for the future: that I do not share Justice Kennedy’s seemingly flat rejection of any test of gerrymander turning on the process followed in redistricting, see ante, at 416-420 (principal opinion), nor do I rule out the utility of a criterion of symmetry as a test, see, e. g., King & Browning, Democratic Representation and Partisan Bias in Congressional Elections, 81 Am. Pol. Sei. Rev. 1251 (1987). Interest in exploring this notion is evident, see ante, at 419-420 (principal opinion); ante, at 465-468 (Stevens, J., concurring in part and dissenting in part); post, at 491-492 (Breyer, J., concurring in part and dissenting in part). Perhaps further attention could be devoted to the administrability of such a criterion at all levels of redistricting and its review.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879553,3500400,54,141616,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,541 U.S. 267,majority,KENNEDY,BREYER,"I join Part II-D of the principal opinion, rejecting the one-person, one-vote challenge to Plan 1374C based simply on its mid-decade timing, and I also join Part II-A, in which the Court preserves the principle that partisan gerrymandering can be recognized as a violation of equal protection, see Vieth v. Jubelirer, 541 U. S. 267, 306 (2004) (Kennedy, J., concurring in judgment); id., at 317 (Stevens, J., dissenting); id., at 346 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). I see nothing to be gained by working through these cases on the standard I would have applied in Vieth, supra, at 346-355 (dissenting opinion), because here as in Vieth we have no majority for any single criterion of impermissible gerrymander (and none for a conclusion that Plan 1374C is unconstitutional across the board). I therefore treat the broad issue of gerrymander much as the subject of an improvident grant of certiorari, and add only two thoughts for the future: that I do not share Justice Kennedy’s seemingly flat rejection of any test of gerrymander turning on the process followed in redistricting, see ante, at 416-420 (principal opinion), nor do I rule out the utility of a criterion of symmetry as a test, see, e. g., King & Browning, Democratic Representation and Partisan Bias in Congressional Elections, 81 Am. Pol. Sei. Rev. 1251 (1987). Interest in exploring this notion is evident, see ante, at 419-420 (principal opinion); ante, at 465-468 (Stevens, J., concurring in part and dissenting in part); post, at 491-492 (Breyer, J., concurring in part and dissenting in part). Perhaps further attention could be devoted to the administrability of such a criterion at all levels of redistricting and its review.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879554,3500400,54,141654,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,541 U.S. 267,majority,KENNEDY,BREYER,"I join Part II-D of the principal opinion, rejecting the one-person, one-vote challenge to Plan 1374C based simply on its mid-decade timing, and I also join Part II-A, in which the Court preserves the principle that partisan gerrymandering can be recognized as a violation of equal protection, see Vieth v. Jubelirer, 541 U. S. 267, 306 (2004) (Kennedy, J., concurring in judgment); id., at 317 (Stevens, J., dissenting); id., at 346 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). I see nothing to be gained by working through these cases on the standard I would have applied in Vieth, supra, at 346-355 (dissenting opinion), because here as in Vieth we have no majority for any single criterion of impermissible gerrymander (and none for a conclusion that Plan 1374C is unconstitutional across the board). I therefore treat the broad issue of gerrymander much as the subject of an improvident grant of certiorari, and add only two thoughts for the future: that I do not share Justice Kennedy’s seemingly flat rejection of any test of gerrymander turning on the process followed in redistricting, see ante, at 416-420 (principal opinion), nor do I rule out the utility of a criterion of symmetry as a test, see, e. g., King & Browning, Democratic Representation and Partisan Bias in Congressional Elections, 81 Am. Pol. Sei. Rev. 1251 (1987). Interest in exploring this notion is evident, see ante, at 419-420 (principal opinion); ante, at 465-468 (Stevens, J., concurring in part and dissenting in part); post, at 491-492 (Breyer, J., concurring in part and dissenting in part). Perhaps further attention could be devoted to the administrability of such a criterion at all levels of redistricting and its review.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879555,3500400,54,141791,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,541 U.S. 267,majority,KENNEDY,BREYER,"I join Part II-D of the principal opinion, rejecting the one-person, one-vote challenge to Plan 1374C based simply on its mid-decade timing, and I also join Part II-A, in which the Court preserves the principle that partisan gerrymandering can be recognized as a violation of equal protection, see Vieth v. Jubelirer, 541 U. S. 267, 306 (2004) (Kennedy, J., concurring in judgment); id., at 317 (Stevens, J., dissenting); id., at 346 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). I see nothing to be gained by working through these cases on the standard I would have applied in Vieth, supra, at 346-355 (dissenting opinion), because here as in Vieth we have no majority for any single criterion of impermissible gerrymander (and none for a conclusion that Plan 1374C is unconstitutional across the board). I therefore treat the broad issue of gerrymander much as the subject of an improvident grant of certiorari, and add only two thoughts for the future: that I do not share Justice Kennedy’s seemingly flat rejection of any test of gerrymander turning on the process followed in redistricting, see ante, at 416-420 (principal opinion), nor do I rule out the utility of a criterion of symmetry as a test, see, e. g., King & Browning, Democratic Representation and Partisan Bias in Congressional Elections, 81 Am. Pol. Sei. Rev. 1251 (1987). Interest in exploring this notion is evident, see ante, at 419-420 (principal opinion); ante, at 465-468 (Stevens, J., concurring in part and dissenting in part); post, at 491-492 (Breyer, J., concurring in part and dissenting in part). Perhaps further attention could be devoted to the administrability of such a criterion at all levels of redistricting and its review.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
5d0955bc1ed0f7d321879556,3500400,54,142671,League of United Latin American Citizens v. Perry,No. 05-204,2006-06-28,548 U.S. 399,541 U.S. 267,majority,KENNEDY,BREYER,"I join Part II-D of the principal opinion, rejecting the one-person, one-vote challenge to Plan 1374C based simply on its mid-decade timing, and I also join Part II-A, in which the Court preserves the principle that partisan gerrymandering can be recognized as a violation of equal protection, see Vieth v. Jubelirer, 541 U. S. 267, 306 (2004) (Kennedy, J., concurring in judgment); id., at 317 (Stevens, J., dissenting); id., at 346 (Souter, J., dissenting); id., at 355 (Breyer, J., dissenting). I see nothing to be gained by working through these cases on the standard I would have applied in Vieth, supra, at 346-355 (dissenting opinion), because here as in Vieth we have no majority for any single criterion of impermissible gerrymander (and none for a conclusion that Plan 1374C is unconstitutional across the board). I therefore treat the broad issue of gerrymander much as the subject of an improvident grant of certiorari, and add only two thoughts for the future: that I do not share Justice Kennedy’s seemingly flat rejection of any test of gerrymander turning on the process followed in redistricting, see ante, at 416-420 (principal opinion), nor do I rule out the utility of a criterion of symmetry as a test, see, e. g., King & Browning, Democratic Representation and Partisan Bias in Congressional Elections, 81 Am. Pol. Sei. Rev. 1251 (1987). Interest in exploring this notion is evident, see ante, at 419-420 (principal opinion); ante, at 465-468 (Stevens, J., concurring in part and dissenting in part); post, at 491-492 (Breyer, J., concurring in part and dissenting in part). Perhaps further attention could be devoted to the administrability of such a criterion at all levels of redistricting and its review.",https://api.case.law/v1/cases/3500400/?full_case=true&format=html,affirmed and reversed (or vacated) in part and remanded,no determinable alteration of precedent
